path,bytes,sha256,baseline_status
src/skin/zip.rs,14719,45751e64bf01e8a470dd195e06f5cff4036fcf0211368d47191debe0378d7607,unchanged
src/skins_dir.rs,6949,0c95caea41965de885dca36614f71d26cbc1f6bb22e1d13f0b887f624aaf0ad2,edited
src/stream/buffer.rs,18298,210fc4164be7bd9d0eb1019fb0393785feccb2a7bbcee608631dd47b602a973f,unchanged
src/stream/disk_cache.rs,11921,57ab38a941d4486c5ce818836db483d80697367e317a25cc27c5ec609a51b639,unchanged
src/stream/download.rs,6593,071576a22e2ad3cc707ff0a7e0d5e048bdce9add18285eb125151e9b536ac25d,unchanged
src/stream/mod.rs,13191,f0b1b39fd6ff52ee5db4dade105bafe3a383cef6250318497a3fbd290312cfb7,unchanged
src/stream/rustypipe.rs,4637,3fa0139d348559d6c72e3992ee2a9ae095b8b76746db5a6270b2b26b5378120b,edited
src/stream/visitor_data.rs,3997,75cf36019234f638b90febcfcbffee272d7da7ba755387314bb0de66595c1b0f,unchanged
src/stream/ytdlp.rs,12533,7320d38991205de1e620a205180f69aba1ec37a864a4bccede34ad97d3417e3b,unchanged
src/theme/default.rs,1979,2afad92e98bbcb7aac3d31b9a4e7d54313e2a1a98d978d5a34afd4834a4f8203,unchanged
src/theme/mod.rs,1780,e319b67217d808d8df926d50a8cc6d63178fd619b1ff6944ec4555be48f39ecf,unchanged
src/thumbnails.rs,5603,2145ff6c8b62fcec3eab4bbe6f796e71d36675031e5989b7a25462ca68c3f697,unchanged
src/ui/album.rs,2100,46e761ba2138f68af2b125d991ba338ba2562fc37e8fcd7ade045c7ca23391f3,unchanged
src/ui/artist.rs,3511,e788de225406c7603f512ea1acd61c90897756a3bf62fba616cc23ddc841c287,unchanged
src/ui/components/buttons.rs,2075,df835683a33b72f1fe1fe2a2255427618c793bf58381efbf7e9bfa556c7b0242,new
src/ui/components/focus.rs,733,e8309d7c695a24a000a4f4056fb280a9388eb74375bcd3ab47d457eab9597cff,new
src/ui/components/headings.rs,1746,131082c8715f2be63eeafe015c6c10d5d70346dc0d2db95040fcdfd1cc41d5fd,new
src/ui/components/mod.rs,408,b0bcc477ccde39a63bdb0b64aa4cae9d2abe08762db6916e636ceccab60fd1b7,new
src/ui/components/sliders.rs,2645,1db815b10dfeb87d590ff708969a7815aa379612e2c9805a0483db09eb58dc67,new
src/ui/components/tests.rs,4747,6db1a9517d70fc1f7721cf0104d99190c5cfd584a050b51a816eaa00923222e2,new
